year,unitid,inst_name,state_abbr,inst_control,institution_level,inst_status,degree_granting,open_public,title_iv_indicator,postsec_public_active,postsec_public_active_title_iv,inst_category,inst_size,sector,primarily_postsecondary,hbcu,tribal_college,offering_highest_degree,offering_highest_level,offering_undergrad,offering_grad,inst_affiliation,dist_progs_all,religious_affiliation,calendar_system,student_faculty_ratio,geo_longitude,geo_latitude,opeid,geocode_accuracy,inst_alias,state_fips_geo,address,county_fips_geo,puma,fips,tract,zip,block_group,phone_number,geoid_block,city,census_region,county_name,census_division,county_fips,csa,region,cbsa,urban_centric_locale,cbsa_name,cbsa_type,cbsa_city,place_fips,necta,geoid_place,longitude,place_name,latitude,class_code,congress_district_id,upper_chamber,state_leg_district_upper,upper_chamber_name,lower_chamber,state_leg_district_lower,lower_chamber_name,lower_chamber_type,disability_percentage
"2022","481678","Empire Beauty School-Augusta","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","","","01054202",""," ","","3241 Washington Road","","","Georgia","","30907-4122","","8009204593","","Augusta","","Richmond County","","13245","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12260","City, midsize","","Metropolitan statistical area","","","","","-82.066289","","33.516811","","1312","","","","","","","",""
"2022","212337","Empire Beauty School-Gwinnett","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","","","01260601",""," ","","1455 Pleasant Hill Road, Suite 105","","","Georgia","","30044-3045","","8009204593","","Lawrenceville","","Gwinnett County","","13135","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","","Metropolitan statistical area","","","","","-84.121878","","33.939252","","1307","","","","","","","",""
"2022","440101","Empire Beauty School-Kennesaw","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","","","01260602",""," ","","Town Center Oaks, 2615 George Busbee Parkway, Ste 9","","","Georgia","","30144","","8009204593","","Kennesaw","","Cobb County","","13067","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","","Metropolitan statistical area","","","","","-84.56688","","34.012704","","1311","","","","","","","",""
"2022","458867","Empire Beauty School-Morrow","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","","","00757308",""," ","","1958 Mt Zion Rd, Ste 205","","","Georgia","","30260","","8009204593","","Morrow","","Clayton County","","13063","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","","Metropolitan statistical area","","","","","-84.32568","","33.564936","","1313","","","","","","","",""
"2022","486691","Empire Beauty School-Northlake","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","","","02079416",""," ","","Briarcliff Village, 2190 Henderson Mill Road","","","Georgia","","30345-3762","","8009204593","","Atlanta","","DeKalb County","","13089","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","","Metropolitan statistical area","","","","","-84.256996","","33.847741","","1306","","","","","","","",""
"2022","478582","Empire Beauty School-Savannah","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","","","","02173205",""," ","","Savannah Centre, 7400 Abercorn St, Suite 901","","","Georgia","","31406-2455","","8009204593","","Savannah","","Chatham County","","13051","496","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","42340","City, midsize","","Metropolitan statistical area","","","","","-81.110045","","32.008498","","1301","","","","","","","",""
"2022","139719","Fort Valley State University","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Public, four-year or above","Yes","Yes","No","Master's degree","Post-master's certificate","Yes","Yes","Public","No","Not applicable","Semester","","","","00156600",""," ","","1005 State University Dr","","","Georgia","","31030-4313","","4788256315","","Fort Valley","","Peach County","","13225","356","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","47580","Town, fringe","","Metropolitan statistical area","","","","","-83.89537","","32.537595","","1302","","","","","","","",""
"2022","372921","Fortis College-Smyrna","GA","Private for-profit","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","Under 1,000","Private for-profit, two-year","Yes","No","No","Associate's degree","Associate's degree","Yes","No","Private for-profit","No","Not applicable","Other academic year","","","","01031903",""," ","","2140 South Cobb Drive","","","Georgia","","30080-1348","","7709800002","","Smyrna","","Cobb County","","13067","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","","Metropolitan statistical area","","","","","-84.543009","","33.900255","","1313","","","","","","","",""
"2022","138822","Georgia Career Institute","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Differs by program","","","","03005400",""," ","","900 Flat Shoals Road SE","","","Georgia","","30094","","7709227653","","Conyers","","Rockdale County","","13247","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","","Metropolitan statistical area","","","","","-84.018321","","33.64336","","1304","","","","","","","",""
"2022","139861","Georgia College & State University","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","5,000–9,999","Public, four-year or above","Yes","No","No","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Yes","Public","No","Not applicable","Semester","","","","00160200","","Georgia College","","231 W Hancock Street","","","Georgia","","31061","","8003420471","","Milledgeville","","Baldwin County","","13009","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","33300","Town, distant","","Micropolitan statistical area","","","","","-83.231962","","33.082787","","1310","","","","","","","","8"
"2022","447689","Georgia Gwinnett College","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","10,000–19,999","Public, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Public","No","Not applicable","Semester","","","","04142900",""," ","","1000 University Center Lane","","","Georgia","","30043","","6784075000","","Lawrenceville","","Gwinnett County","","13135","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","","Metropolitan statistical area","","","","","-84.00459","","33.979409","","1307","","","","","","","","6"
"2022","139700","Georgia Highlands College","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","1,000–4,999","Public, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Public","No","Not applicable","Semester","","","","00950700","","GHC","","3175 Cedartown Highway, S.E.","","","Georgia","","30161-3897","","8003322406","","Rome","","Floyd County","","13115","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","40660","Rural, fringe","","Metropolitan statistical area","","","","","-85.207356","","34.169791","","1314","","","","","","","","5"
